Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,SalePrice,Lot Shape_ord,Exter Qual_ord,Exter Cond_ord,Bsmt Qual_ord,Bsmt Cond_ord,Bsmt Exposure_ord,BsmtFin Type 1_ord,BsmtFin Type 2_ord,Heating QC_ord,Pool QC_ord,Kitchen Qual_ord,Functional_ord,Fireplace Qu_ord,Garage Qual_ord,Garage Cond_ord,Fence_ord,1st Flr SF + 2nd Flr SF,Lot Area_sqrt,Gr Liv Area_sqrt,1st Flr SF_sqrt,2nd Flr SF_sqrt,Mas Vnr Area_sqrt,Total Bsmt SF_sqrt,Garage Area_sqrt
2287,180,RM,0.0,1533,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,503.0,Unf,0.0,27.0,530.0,GasA,TA,Y,SBrkr,530,462,0,992,1.0,0.0,1,0,2,1,TA,4,Typ,0,No Feature,BuiltIn,1970.0,Fin,1.0,297.0,TA,TA,Y,112,97,0,0,0,0,No Feature,No Feature,No Feature,0,106500.0,4,3,3,4,3,3,6,1,3,0,3,8,0,3,3,0,992,39.153543900903784,31.496031496047245,23.021728866442675,21.494185260204677,0.0,23.021728866442675,17.233687939614086
524,60,FV,85.0,11003,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Av,GLQ,765.0,Unf,0.0,252.0,1017.0,GasA,Ex,Y,SBrkr,1026,981,0,2007,1.0,0.0,2,1,3,1,Ex,10,Typ,1,Ex,Attchd,2008.0,Fin,3.0,812.0,TA,TA,Y,168,52,0,0,0,0,No Feature,No Feature,No Feature,0,310000.0,4,5,3,5,3,3,6,1,5,0,5,8,5,3,3,0,2007,104.89518578085459,44.799553569204235,32.03123475609393,31.32091952673165,12.649110640673518,31.89043743820395,28.495613697550013
1767,60,RL,83.0,10790,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,1066.0,GasA,Ex,Y,SBrkr,1108,1277,0,2385,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1998.0,Fin,3.0,600.0,TA,TA,Y,120,38,0,0,0,0,No Feature,No Feature,No Feature,0,252000.0,4,4,3,4,3,1,1,1,5,0,4,8,3,3,3,0,2385,103.87492478938312,48.83646178829912,33.28663395418648,35.73513677041127,16.583123951777,32.64965543462902,24.49489742783178
2206,75,RL,53.0,7128,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,364.0,Unf,0.0,554.0,918.0,GasA,Gd,Y,SBrkr,918,728,0,1646,0.0,0.0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,126,0,No Feature,MnPrv,No Feature,0,164000.0,4,3,4,3,3,1,3,1,4,0,3,8,4,3,3,3,1646,84.42748367682174,40.570925550201586,30.298514815086232,26.981475126464083,0.0,30.298514815086232,15.491933384829668
1740,60,RL,64.0,7713,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No Feature,Attchd,2007.0,Fin,2.0,400.0,TA,TA,Y,100,24,0,0,0,0,No Feature,No Feature,No Feature,0,177594.0,4,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1456,87.82368700982668,38.157568056677825,26.981475126464083,26.981475126464083,4.0,26.981475126464083,20.0
199,50,RM,52.0,6240,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,276.0,Unf,0.0,252.0,528.0,GasA,Gd,Y,SBrkr,548,492,0,1040,0.0,0.0,1,0,2,1,TA,5,Typ,0,No Feature,Detchd,1979.0,Fin,2.0,624.0,TA,TA,P,306,0,32,0,0,0,No Feature,No Feature,No Feature,0,123900.0,4,3,3,3,2,1,3,1,4,0,3,8,0,3,3,0,1040,78.99367063252599,32.2490309931942,23.40939982143925,22.181073012818835,0.0,22.978250586152114,24.979991993593593
2214,70,RL,86.0,22420,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,239000.0,3,3,3,4,3,1,4,1,3,0,3,8,4,3,3,0,2624,149.73309587395835,51.22499389946279,37.013511046643494,35.41186241925155,0.0,37.013511046643494,29.393876913398138
323,20,RL,85.0,15300,Pave,No Feature,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1965,1977,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,42.0,Unf,0.0,1026.0,1068.0,GasA,TA,Y,SBrkr,1264,0,0,1264,1.0,0.0,1,0,2,1,TA,7,Typ,1,TA,Attchd,1965.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,169000.0,4,3,3,3,3,1,3,1,3,0,3,8,3,3,3,0,1264,123.69316876852982,35.552777669262355,35.552777669262355,0.0,0.0,32.68026927673638,22.978250586152114
2421,120,RL,0.0,3196,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,1374.0,1374.0,GasA,Ex,Y,SBrkr,1557,0,0,1557,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,143,20,0,0,0,0,No Feature,No Feature,No Feature,0,234000.0,4,4,3,4,3,4,1,1,5,0,4,8,3,3,3,0,1557,56.53317610041028,39.45883931389772,39.45883931389772,0.0,4.242640687119285,37.067505985701274,20.493901531919196
952,85,RL,72.0,9360,Pave,No Feature,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,841.0,LwQ,116.0,0.0,957.0,GasA,TA,Y,SBrkr,1287,0,0,1287,1.0,0.0,1,1,2,1,TA,5,Typ,2,Fa,Attchd,1977.0,RFn,2.0,541.0,TA,TA,Y,302,39,0,0,120,0,No Feature,GdWo,No Feature,0,173000.0,4,3,3,4,3,3,6,2,3,0,3,8,2,3,3,2,1287,96.74709297958259,35.874782229304195,35.874782229304195,0.0,0.0,30.93541659651604,23.259406699226016
24,20,RL,0.0,11241,Pave,No Feature,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578.0,Unf,0.0,426.0,1004.0,GasA,Ex,Y,SBrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,Shed,700,149000.0,3,3,3,3,3,1,5,1,5,0,3,8,3,3,3,0,1004,106.02358228243375,31.68595903550972,31.68595903550972,0.0,13.416407864998739,31.68595903550972,21.908902300206645
1139,20,RL,81.0,9260,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1162.0,1162.0,GasA,Ex,Y,SBrkr,1162,0,0,1162,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No Feature,Attchd,2007.0,Fin,2.0,483.0,TA,TA,Y,0,32,0,0,0,0,No Feature,No Feature,No Feature,0,170000.0,4,4,3,4,3,2,1,1,5,0,4,8,0,3,3,0,1162,96.22889378975526,34.08812109811862,34.08812109811862,0.0,0.0,34.08812109811862,21.97726097583591
518,20,FV,90.0,7993,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,No Feature,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Ex,Y,SBrkr,1436,0,0,1436,0.0,0.0,2,0,3,1,Gd,6,Typ,0,No Feature,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,0,121,0,0,0,0,No Feature,No Feature,No Feature,0,225000.0,3,4,3,5,3,1,1,1,5,0,4,8,0,3,3,0,1436,89.40357934669059,37.89459064299283,37.89459064299283,0.0,0.0,37.89459064299283,23.0
1390,20,RL,94.0,9239,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,Gd,6,Typ,0,No Feature,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,No Feature,No Feature,No Feature,0,144900.0,4,3,4,3,3,1,6,1,5,0,4,8,0,3,3,0,960,96.11971701997463,30.983866769659336,30.983866769659336,0.0,0.0,30.983866769659336,17.320508075688775
277,20,RL,60.0,10044,Pave,No Feature,IR1,Low,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1070.0,Unf,0.0,126.0,1196.0,GasA,TA,Y,SBrkr,1196,0,0,1196,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1968.0,RFn,1.0,336.0,TA,TA,Y,257,0,168,0,0,0,No Feature,MnPrv,No Feature,0,144000.0,3,3,3,4,3,4,5,1,3,0,3,8,0,3,3,3,1196,100.2197585309404,34.583232931581165,34.583232931581165,0.0,0.0,34.583232931581165,18.33030277982336
54,120,RL,43.0,3182,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1232.0,1256.0,GasA,Ex,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2.0,430.0,TA,TA,Y,146,20,0,0,144,0,No Feature,No Feature,No Feature,0,192000.0,4,4,3,4,3,1,6,1,5,0,4,8,3,3,3,0,1269,56.40921910468182,35.62302626111375,35.62302626111375,0.0,4.0,35.4400902933387,20.73644135332772
649,20,RL,60.0,7626,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1952,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,GLQ,931.0,Unf,0.0,100.0,1031.0,GasA,Gd,Y,SBrkr,1031,0,0,1031,1.0,0.0,1,0,2,1,Gd,5,Typ,0,No Feature,Attchd,1952.0,Unf,1.0,230.0,TA,TA,Y,0,0,0,0,0,0,No Feature,MnPrv,No Feature,0,145500.0,4,4,3,3,3,1,6,1,4,0,4,8,0,3,3,3,1031,87.3269717784832,32.109188716004645,32.109188716004645,0.0,0.0,32.109188716004645,15.165750888103101
2600,50,RL,60.0,7008,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Ex,Y,SBrkr,448,272,0,720,0.0,0.0,1,0,1,1,Fa,5,Typ,0,No Feature,Attchd,1900.0,Unf,1.0,280.0,Fa,TA,Y,0,0,70,0,0,0,No Feature,No Feature,No Feature,0,86900.0,4,3,4,2,2,1,1,1,5,0,2,8,0,2,3,0,720,83.7137981458254,26.832815729997478,21.166010488516726,16.492422502470642,0.0,21.166010488516726,16.73320053068151
617,20,RL,128.0,12160,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,TA,TA,No,BLQ,1024.0,Unf,0.0,481.0,1505.0,GasA,Ex,Y,SBrkr,1505,0,0,1505,1.0,0.0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1953.0,RFn,2.0,505.0,TA,TA,Y,0,0,0,162,0,0,No Feature,No Feature,No Feature,0,149500.0,4,3,3,3,3,1,4,1,5,0,3,8,3,3,3,0,1505,110.27239001672177,38.79432948254165,38.79432948254165,0.0,9.486832980505138,38.79432948254165,22.47220505424423
2209,30,RL,50.0,6305,Pave,No Feature,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1938,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,Fa,No,Unf,0.0,Unf,0.0,920.0,920.0,GasA,Ex,Y,SBrkr,954,0,0,954,0.0,0.0,1,0,2,1,Fa,5,Typ,1,Gd,Basment,1938.0,Unf,1.0,240.0,Fa,TA,Y,0,0,0,0,0,0,No Feature,MnPrv,No Feature,0,119750.0,4,3,4,2,2,1,1,1,5,0,2,8,4,2,3,3,954,79.40403012442127,30.886890422961002,30.886890422961002,0.0,0.0,30.331501776206203,15.491933384829668
2814,60,RL,68.0,8846,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,750.0,750.0,GasA,Ex,Y,SBrkr,750,750,0,1500,0.0,0.0,2,1,3,1,Gd,6,Typ,0,No Feature,Attchd,2005.0,RFn,2.0,564.0,TA,TA,Y,0,35,0,0,0,0,No Feature,No Feature,No Feature,0,173900.0,4,3,3,4,3,1,1,1,5,0,4,8,0,3,3,0,1500,94.05317644821997,38.72983346207417,27.386127875258307,27.386127875258307,0.0,27.386127875258307,23.748684174075834
2542,20,RL,0.0,10659,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,915.0,Unf,0.0,135.0,1050.0,GasA,TA,Y,SBrkr,1050,0,0,1050,1.0,0.0,1,0,3,1,TA,6,Typ,0,No Feature,Attchd,1961.0,Unf,1.0,368.0,TA,TA,Y,0,319,0,0,0,0,No Feature,No Feature,No Feature,0,136500.0,3,3,3,3,3,1,3,1,3,0,3,8,0,3,3,0,1050,103.24243313676794,32.4037034920393,32.4037034920393,0.0,0.0,32.4037034920393,19.183326093250876
2323,160,RL,68.0,13108,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,1994,1994,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,2062.0,2062.0,GasA,Ex,Y,SBrkr,2079,608,0,2687,0.0,0.0,2,1,4,1,Gd,9,Typ,0,No Feature,Attchd,1994.0,Fin,2.0,618.0,TA,TA,Y,168,12,0,0,0,0,No Feature,No Feature,No Feature,0,270000.0,3,4,3,4,3,1,1,1,5,0,4,8,0,3,3,0,2687,114.49017425089369,51.836280730777744,45.59605246071199,24.657656011875904,0.0,45.40925015897091,24.859605789312106
1393,20,RL,0.0,13500,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,429.0,ALQ,1080.0,93.0,1602.0,GasA,Gd,Y,SBrkr,1252,0,0,1252,1.0,0.0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409,0,0,0,0,0,No Feature,No Feature,No Feature,0,235000.0,4,3,3,4,3,4,4,5,4,0,3,8,4,3,3,0,1252,116.1895003862225,35.38361202590826,35.38361202590826,0.0,0.0,40.024992192379,23.748684174075834
490,80,RL,62.0,7750,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No Feature,No Feature,No Feature,0,156000.0,4,3,3,4,3,1,1,1,5,0,3,8,3,3,3,0,1430,88.03408430829505,37.815340802378074,27.820855486487112,25.612496949731394,0.0,19.595917942265423,20.0
542,20,RL,60.0,12450,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1114,1.0,0.0,2,0,3,1,Gd,6,Typ,0,No Feature,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,No Feature,No Feature,No Feature,0,153000.0,4,3,3,4,3,1,6,1,5,0,4,8,0,3,3,0,1114,111.57956802210698,33.37663853655727,33.37663853655727,0.0,0.0,33.37663853655727,24.0
973,120,RM,0.0,4500,Pave,No Feature,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883.0,Unf,0.0,341.0,1224.0,GasA,Ex,Y,SBrkr,1224,0,0,1224,1.0,0.0,2,0,2,1,TA,5,Typ,0,No Feature,Attchd,1999.0,Fin,2.0,402.0,TA,TA,Y,0,304,0,0,0,0,No Feature,No Feature,No Feature,0,165000.0,4,3,3,5,3,1,6,1,5,0,3,8,0,3,3,0,1224,67.08203932499369,34.9857113690718,34.9857113690718,0.0,20.615528128088304,34.9857113690718,20.049937655763422
1012,60,RL,77.0,11198,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134,1370,0,2504,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,656.0,TA,TA,Y,144,39,0,0,0,0,No Feature,No Feature,No Feature,0,325000.0,3,4,3,4,4,1,1,1,5,0,5,8,4,3,3,0,2504,105.82060290888538,50.039984012787215,33.67491648096547,37.013511046643494,15.652475842498529,33.49626844888845,25.612496949731394
2218,190,RL,79.0,6221,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2fmCon,1.5Fin,5,5,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,728.0,GasA,Ex,Y,SBrkr,760,595,0,1355,0.0,0.0,2,0,3,1,TA,5,Typ,0,No Feature,Detchd,1966.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,144,0,No Feature,MnPrv,No Feature,0,140000.0,3,3,3,3,2,1,2,1,5,0,3,8,0,3,3,3,1355,78.87331614684399,36.810324638611924,27.568097504180443,24.392621835300936,0.0,26.981475126464083,22.978250586152114
2033,80,RM,120.0,13200,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,234.0,TA,TA,CBlock,TA,TA,No,BLQ,375.0,Unf,0.0,366.0,741.0,GasA,Fa,Y,SBrkr,1497,797,0,2294,0.0,0.0,3,0,5,1,TA,9,Typ,1,Gd,Attchd,1963.0,Unf,2.0,658.0,TA,TA,Y,0,110,0,0,0,0,No Feature,No Feature,No Feature,0,202500.0,4,3,3,3,3,1,4,1,2,0,3,8,4,3,3,0,2294,114.89125293076057,47.89572005931219,38.691084244306204,28.231188426986208,15.297058540778355,27.2213151776324,25.65151067676132
1071,120,RL,65.0,8769,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540.0,Unf,0.0,162.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1702,1.0,0.0,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,1052.0,TA,TA,Y,0,72,0,0,224,0,No Feature,No Feature,No Feature,0,367294.0,4,5,3,5,3,1,6,1,5,0,5,8,4,3,3,0,1702,93.64293886887575,41.255302689472536,41.255302689472536,0.0,27.676705006196094,41.255302689472536,32.43454948045371
1583,80,RL,85.0,10200,Pave,No Feature,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,783.0,Unf,0.0,678.0,1461.0,GasA,Ex,Y,SBrkr,1509,0,0,1509,1.0,0.0,2,0,3,1,Gd,5,Typ,1,Fa,Attchd,1988.0,RFn,2.0,600.0,TA,TA,Y,224,0,0,0,0,0,No Feature,No Feature,No Feature,0,175000.0,4,4,3,4,3,3,6,1,5,0,4,8,2,3,3,0,1509,100.99504938362078,38.84584919911006,38.84584919911006,0.0,14.798648586948742,38.22302970723278,24.49489742783178
2858,70,RL,60.0,9550,Pave,No Feature,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,5,1915,1970,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,216.0,Unf,0.0,540.0,756.0,GasA,Gd,Y,SBrkr,961,756,0,1717,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1998.0,Unf,3.0,642.0,TA,TA,Y,0,35,272,0,0,0,No Feature,No Feature,No Feature,0,140000.0,3,3,3,3,4,1,5,1,4,0,4,8,4,3,3,0,1717,97.72410142846032,41.43669871020132,31.0,27.49545416973504,0.0,27.49545416973504,25.337718918639855
2265,20,RL,42.0,10331,Pave,No Feature,Reg,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,7,1985,1985,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,215.0,BLQ,80.0,970.0,1265.0,GasA,Gd,Y,SBrkr,1240,0,0,1240,0.0,1.0,2,0,3,1,Gd,6,Typ,0,No Feature,Attchd,1985.0,Unf,2.0,528.0,TA,TA,Y,232,0,0,0,0,0,No Feature,No Feature,No Feature,0,174000.0,4,3,3,4,3,1,5,4,4,0,4,8,0,3,3,0,1240,101.64152694642087,35.21363372331802,35.21363372331802,0.0,0.0,35.566838487557476,22.978250586152114
1088,80,RL,59.0,9587,Pave,No Feature,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655.0,Unf,0.0,201.0,856.0,GasA,Ex,Y,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,Gd,5,Typ,0,No Feature,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,212,0,0,0,0,0,No Feature,No Feature,No Feature,0,190000.0,3,4,3,4,3,4,6,1,5,0,4,8,0,3,3,0,1166,97.91322688993556,34.14674215792775,34.14674215792775,0.0,13.490737563232042,29.257477676655586,20.0
698,70,RM,90.0,9900,Pave,No Feature,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,504.0,504.0,GasA,Ex,Y,SBrkr,764,700,0,1464,0.0,0.0,2,0,3,1,TA,7,Typ,0,No Feature,No Feature,0.0,No Feature,0.0,0.0,No Feature,No Feature,N,0,0,176,0,0,0,No Feature,No Feature,No Feature,0,129000.0,4,4,3,3,3,1,1,1,5,0,3,8,0,0,0,0,1464,99.498743710662,38.262252939417984,27.640549922170507,26.457513110645905,0.0,22.44994432064365,0.0
